version,nameOrgan,image,imageAlt,name,url,alt,threeDimImage,csv
1.0,Brain,organ:brain,Brain icon,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.0,"Brain, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.0/assets/Allen_F_Brain.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.0/assets/crosswalk.csv
1.0,Brain,organ:brain,Brain icon,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.0,"Brain, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.0/assets/Allen_M_Brain.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.0/assets/crosswalk.csv
1.0,Heart,organ:heart,Heart icon,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.0,"Heart, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.0/assets/VH_F_Heart.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.0/assets/crosswalk.csv
1.0,Heart,organ:heart,Heart icon,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.0,"Heart, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.0/assets/VH_M_Heart.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.0/assets/crosswalk.csv
1.0,Intestine,organ:large-intestine,Intestine icon,"Large, Female",https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.0,"Intestine, Large, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-female/v1.0/assets/SBU_F_Intestine_Large.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-female/v1.0/assets/crosswalk.csv
1.0,Intestine,organ:large-intestine,Intestine icon,"Large, Male",https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.0,"Intestine, Large, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-male/v1.0/assets/SBU_Intestine_Large.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-male/v1.0/assets/crosswalk.csv
1.0,Kidney,organ:kidneys,Kidney icon,"Female, L",https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.0,"Kidney, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-left/v1.0/assets/VH_F_Kidney_Left.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-left/v1.0/assets/crosswalk.csv
1.0,Kidney,organ:kidneys,Kidney icon,"Female, R",https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.0,"Kidney, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-right/v1.0/assets/VH_F_Kidney_Right.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-right/v1.0/assets/crosswalk.csv
1.0,Kidney,organ:kidneys,Kidney icon,"Male, L",https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.0,"Kidney, Male, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-left/v1.0/assets/VH_M_Kidney_Left.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-left/v1.0/assets/crosswalk.csv
1.0,Kidney,organ:kidneys,Kidney icon,"Male, R",https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.0,"Kidney, Male, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-right/v1.0/assets/VH_M_Kidney_Right.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-right/v1.0/assets/crosswalk.csv
1.0,Lung,organ:lungs,Lung icon,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.0,"Lung, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.0/assets/VH_F_Lung.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.0/assets/crosswalk.csv
1.0,Lung,organ:lungs,Lung icon,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.0,"Lung, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.0/assets/VH_M_Lung.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.0/assets/crosswalk.csv
1.0,Lymph Node,organ:lymph-node,Lymph Node icon,"Female, L",https://purl.humanatlas.io/ref-organ/lymph-node-female-left/v1.0,"Lymph Node, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female-left/v1.0/assets/NIH_F_Lymph_Node_Left.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female-left/v1.0/assets/crosswalk.csv
1.0,Lymph Node,organ:lymph-node,Lymph Node icon,"Female, R",https://purl.humanatlas.io/ref-organ/lymph-node-female-right/v1.0,"Lymph Node, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female-right/v1.0/assets/NIH_F_Lymph_Node_Right.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female-right/v1.0/assets/crosswalk.csv
1.0,Lymph Node,organ:lymph-node,Lymph Node icon,"Male, L",https://purl.humanatlas.io/ref-organ/lymph-node-male-left/v1.0,"Lymph Node, Male, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-left/v1.0/assets/NIH_M_Lymph_Node_Left.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-left/v1.0/assets/crosswalk.csv
1.0,Lymph Node,organ:lymph-node,Lymph Node icon,"Male, R",https://purl.humanatlas.io/ref-organ/lymph-node-male-right/v1.0,"Lymph Node, Male, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-right/v1.0/assets/NIH_M_Lymph_Node_Right.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male-right/v1.0/assets/crosswalk.csv
1.0,Pelvis,organ:bone-marrow,Pelvis icon,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.0,"Pelvis, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.0/assets/VH_F_Pelvis.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.0/assets/crosswalk.csv
1.0,Pelvis,organ:bone-marrow,Pelvis icon,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.0,"Pelvis, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-male/v1.0/assets/VH_M_Pelvis.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-male/v1.0/assets/crosswalk.csv
1.0,Skin,organ:skin,Skin icon,Female,https://purl.humanatlas.io/ref-organ/skin-female/v1.0,"Skin, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/skin-female/v1.0/assets/VH_F_Skin.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/skin-female/v1.0/assets/crosswalk.csv
1.0,Skin,organ:skin,Skin icon,Male,https://purl.humanatlas.io/ref-organ/skin-male/v1.0,"Skin, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/skin-male/v1.0/assets/VH_M_Skin.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/skin-male/v1.0/assets/crosswalk.csv
1.0,Spleen,organ:spleen,Spleen icon,Female,https://purl.humanatlas.io/ref-organ/spleen-female/v1.0,"Spleen, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-female/v1.0/assets/VH_F_Spleen.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-female/v1.0/assets/crosswalk.csv
1.0,Spleen,organ:spleen,Spleen icon,Male,https://purl.humanatlas.io/ref-organ/spleen-male/v1.0,"Spleen, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-male/v1.0/assets/VH_M_Spleen.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-male/v1.0/assets/crosswalk.csv
1.0,Thymus,organ:thymus,Thymus icon,Female,https://purl.humanatlas.io/ref-organ/thymus-female/v1.0,"Thymus, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-female/v1.0/assets/VH_F_Thymus.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-female/v1.0/assets/crosswalk.csv
1.0,Thymus,organ:thymus,Thymus icon,Male,https://purl.humanatlas.io/ref-organ/thymus-male/v1.0,"Thymus, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-male/v1.0/assets/VH_M_Thymus.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-male/v1.0/assets/crosswalk.csv
1.0,Vasculature,,Vasculature icon,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.0,"Vasculature, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.0/assets/VH_F_Vasculature.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.0/assets/crosswalk.csv
1.0,Vasculature,,Vasculature icon,Male,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.0,"Vasculature, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.0/assets/VH_M_Vasculature.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.0/assets/crosswalk.csv
1.1,Blood Vasculature,organ:blood-vasculature,Blood Vasculature icon,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.1,"Blood Vasculature, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.1/assets/VH_F_Blood_Vasculature.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.1/assets/crosswalk.csv
1.1,Blood Vasculature,organ:blood-vasculature,Blood Vasculature icon,Male,https://purl.humanatlas.io/ref-organ/blood-vasculature-male/v1.1,"Blood Vasculature, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.1/assets/VH_M_Blood_Vasculature.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-male/v1.1/assets/crosswalk.csv
1.1,Brain,organ:brain,Brain icon,Female,https://purl.humanatlas.io/ref-organ/brain-female/v1.1,"Brain, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.1/assets/Allen_F_Brain.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-female/v1.1/assets/crosswalk.csv
1.1,Brain,organ:brain,Brain icon,Male,https://purl.humanatlas.io/ref-organ/brain-male/v1.1,"Brain, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.1/assets/Allen_M_Brain.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/brain-male/v1.1/assets/crosswalk.csv
1.1,Eye,organ:eye,Eye icon,"Female, L",https://purl.humanatlas.io/ref-organ/eye-female-left/v1.0,"Eye, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/eye-female-left/v1.0/assets/VH_F_Eye_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/eye-female-left/v1.0/assets/crosswalk.csv
1.1,Eye,organ:eye,Eye icon,"Female, R",https://purl.humanatlas.io/ref-organ/eye-female-right/v1.0,"Eye, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/eye-female-right/v1.0/assets/VH_F_Eye_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/eye-female-right/v1.0/assets/crosswalk.csv
1.1,Eye,organ:eye,Eye icon,"Male, L",https://purl.humanatlas.io/ref-organ/eye-male-left/v1.0,"Eye, Male, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/eye-male-left/v1.0/assets/VH_M_Eye_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/eye-male-left/v1.0/assets/crosswalk.csv
1.1,Eye,organ:eye,Eye icon,"Male, R",https://purl.humanatlas.io/ref-organ/eye-male-right/v1.0,"Eye, Male, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/eye-male-right/v1.0/assets/VH_M_Eye_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/eye-male-right/v1.0/assets/crosswalk.csv
1.1,Fallopian Tube,organ:fallopian-tube,Fallopian Tube icon,"Female, L",https://purl.humanatlas.io/ref-organ/fallopian-tube-female-left/v1.0,"Fallopian Tube, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/fallopian-tube-female-left/v1.0/assets/VH_F_Fallopian_Tube_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/fallopian-tube-female-left/v1.0/assets/crosswalk.csv
1.1,Fallopian Tube,organ:fallopian-tube,Fallopian Tube icon,"Female, R",https://purl.humanatlas.io/ref-organ/fallopian-tube-female-right/v1.0,"Fallopian Tube, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/fallopian-tube-female-right/v1.0/assets/VH_F_Fallopian_Tube_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/fallopian-tube-female-right/v1.0/assets/crosswalk.csv
1.1,Heart,organ:heart,Heart icon,Female,https://purl.humanatlas.io/ref-organ/heart-female/v1.1,"Heart, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.1/assets/VH_F_Heart.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-female/v1.1/assets/crosswalk.csv
1.1,Heart,organ:heart,Heart icon,Male,https://purl.humanatlas.io/ref-organ/heart-male/v1.1,"Heart, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.1/assets/VH_M_Heart.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/heart-male/v1.1/assets/crosswalk.csv
1.1,Kidney,organ:kidneys,Kidney icon,"Female, L",https://purl.humanatlas.io/ref-organ/kidney-female-left/v1.1,"Kidney, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-left/v1.1/assets/VH_F_Kidney_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-left/v1.1/assets/crosswalk.csv
1.1,Kidney,organ:kidneys,Kidney icon,"Female, R",https://purl.humanatlas.io/ref-organ/kidney-female-right/v1.1,"Kidney, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-right/v1.1/assets/VH_F_Kidney_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-female-right/v1.1/assets/crosswalk.csv
1.1,Kidney,organ:kidneys,Kidney icon,"Male, L",https://purl.humanatlas.io/ref-organ/kidney-male-left/v1.1,"Kidney, Male, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-left/v1.1/assets/VH_M_Kidney_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-left/v1.1/assets/crosswalk.csv
1.1,Kidney,organ:kidneys,Kidney icon,"Male, R",https://purl.humanatlas.io/ref-organ/kidney-male-right/v1.1,"Kidney, Male, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-right/v1.1/assets/VH_M_Kidney_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/kidney-male-right/v1.1/assets/crosswalk.csv
1.1,Knee,organ:knee,Knee icon,"Female, L",https://purl.humanatlas.io/ref-organ/knee-female-left/v1.0,"Knee, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/knee-female-left/v1.0/assets/VH_F_Knee_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/knee-female-left/v1.0/assets/crosswalk.csv
1.1,Knee,organ:knee,Knee icon,"Female, R",https://purl.humanatlas.io/ref-organ/knee-female-right/v1.0,"Knee, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/knee-female-right/v1.0/assets/VH_F_Knee_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/knee-female-right/v1.0/assets/crosswalk.csv
1.1,Knee,organ:knee,Knee icon,"Male, L",https://purl.humanatlas.io/ref-organ/knee-male-left/v1.0,"Knee, Male, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/knee-male-left/v1.0/assets/VH_M_Knee_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/knee-male-left/v1.0/assets/crosswalk.csv
1.1,Knee,organ:knee,Knee icon,"Male, R",https://purl.humanatlas.io/ref-organ/knee-male-right/v1.0,"Knee, Male, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/knee-male-right/v1.0/assets/VH_M_Knee_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/knee-male-right/v1.0/assets/crosswalk.csv
1.1,Large Intestine,organ:large-intestine,Large Intestine icon,Female,https://purl.humanatlas.io/ref-organ/large-intestine-female/v1.1,"Large Intestine, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-female/v1.1/assets/SBU_F_Intestine_Large.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-female/v1.1/assets/crosswalk.csv
1.1,Large Intestine,organ:large-intestine,Large Intestine icon,Male,https://purl.humanatlas.io/ref-organ/large-intestine-male/v1.1,"Large Intestine, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-male/v1.1/assets/SBU_M_Intestine_Large.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/large-intestine-male/v1.1/assets/crosswalk.csv
1.1,Liver,organ:liver,Liver icon,Female,https://purl.humanatlas.io/ref-organ/liver-female/v1.0,"Liver, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/liver-female/v1.0/assets/VH_F_Liver.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/liver-female/v1.0/assets/crosswalk.csv
1.1,Liver,organ:liver,Liver icon,Male,https://purl.humanatlas.io/ref-organ/liver-male/v1.0,"Liver, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/liver-male/v1.0/assets/VH_M_Liver.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/liver-male/v1.0/assets/crosswalk.csv
1.1,Lung,organ:lungs,Lung icon,Female,https://purl.humanatlas.io/ref-organ/lung-female/v1.1,"Lung, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.1/assets/VH_F_Lung.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-female/v1.1/assets/crosswalk.csv
1.1,Lung,organ:lungs,Lung icon,Male,https://purl.humanatlas.io/ref-organ/lung-male/v1.1,"Lung, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.1/assets/VH_M_Lung.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lung-male/v1.1/assets/crosswalk.csv
1.1,Lymph Node,organ:lymph-node,Lymph Node icon,Female,https://purl.humanatlas.io/ref-organ/lymph-node-female/v1.1,"Lymph Node, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female/v1.1/assets/NIH_F_Lymph_Node.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-female/v1.1/assets/crosswalk.csv
1.1,Lymph Node,organ:lymph-node,Lymph Node icon,Male,https://purl.humanatlas.io/ref-organ/lymph-node-male/v1.1,"Lymph Node, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male/v1.1/assets/NIH_M_Lymph_Node.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/lymph-node-male/v1.1/assets/crosswalk.csv
1.1,Ovary,organ:ovary,Ovary icon,"Female, L",https://purl.humanatlas.io/ref-organ/ovary-female-left/v1.0,"Ovary, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/ovary-female-left/v1.0/assets/VH_F_Ovary_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/ovary-female-left/v1.0/assets/crosswalk.csv
1.1,Ovary,organ:ovary,Ovary icon,"Female, R",https://purl.humanatlas.io/ref-organ/ovary-female-right/v1.0,"Ovary, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/ovary-female-right/v1.0/assets/VH_F_Ovary_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/ovary-female-right/v1.0/assets/crosswalk.csv
1.1,Pancreas,organ:pancreas,Pancreas icon,Female,https://purl.humanatlas.io/ref-organ/pancreas-female/v1.0,"Pancreas, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/pancreas-female/v1.0/assets/VH_F_Pancreas.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/pancreas-female/v1.0/assets/crosswalk.csv
1.1,Pancreas,organ:pancreas,Pancreas icon,Male,https://purl.humanatlas.io/ref-organ/pancreas-male/v1.0,"Pancreas, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/pancreas-male/v1.0/assets/VH_M_Pancreas.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/pancreas-male/v1.0/assets/crosswalk.csv
1.1,Pelvis,organ:bone-marrow,Pelvis icon,Female,https://purl.humanatlas.io/ref-organ/pelvis-female/v1.1,"Pelvis, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.1/assets/VH_F_Pelvis.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-female/v1.1/assets/crosswalk.csv
1.1,Pelvis,organ:bone-marrow,Pelvis icon,Male,https://purl.humanatlas.io/ref-organ/pelvis-male/v1.1,"Pelvis, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-male/v1.1/assets/VH_M_Pelvis.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/pelvis-male/v1.1/assets/crosswalk.csv
1.1,Prostate,organ:prostate,Prostate icon,Male,https://purl.humanatlas.io/ref-organ/prostate-male/v1.0,"Prostate, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/prostate-male/v1.0/assets/VH_M_Prostate.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/prostate-male/v1.0/assets/crosswalk.csv
1.1,Skin,organ:skin,Skin icon,Female,https://purl.humanatlas.io/ref-organ/skin-female/v1.1,"Skin, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/skin-female/v1.1/assets/VH_F_Skin.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/skin-female/v1.1/assets/crosswalk.csv
1.1,Skin,organ:skin,Skin icon,Male,https://purl.humanatlas.io/ref-organ/skin-male/v1.1,"Skin, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/skin-male/v1.1/assets/VH_M_Skin.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/skin-male/v1.1/assets/crosswalk.csv
1.1,Small Intestine,organ:small-intestine,Small Intestine icon,Female,https://purl.humanatlas.io/ref-organ/small-intestine-female/v1.1,"Small Intestine, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-female/v1.1/assets/VH_F_Small_Intestine.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-female/v1.1/assets/crosswalk.csv
1.1,Small Intestine,organ:small-intestine,Small Intestine icon,Male,https://purl.humanatlas.io/ref-organ/small-intestine-male/v1.0,"Small Intestine, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-male/v1.0/assets/VH_M_Small_Intestine.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/small-intestine-male/v1.0/assets/crosswalk.csv
1.1,Spleen,organ:spleen,Spleen icon,Female,https://purl.humanatlas.io/ref-organ/spleen-female/v1.1,"Spleen, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-female/v1.1/assets/VH_F_Spleen.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-female/v1.1/assets/crosswalk.csv
1.1,Spleen,organ:spleen,Spleen icon,Male,https://purl.humanatlas.io/ref-organ/spleen-male/v1.1,"Spleen, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-male/v1.1/assets/VH_M_Spleen.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/spleen-male/v1.1/assets/crosswalk.csv
1.1,Thymus,organ:thymus,Thymus icon,Female,https://purl.humanatlas.io/ref-organ/thymus-female/v1.1,"Thymus, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-female/v1.1/assets/VH_F_Thymus.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-female/v1.1/assets/crosswalk.csv
1.1,Thymus,organ:thymus,Thymus icon,Male,https://purl.humanatlas.io/ref-organ/thymus-male/v1.1,"Thymus, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-male/v1.1/assets/VH_M_Thymus.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/thymus-male/v1.1/assets/crosswalk.csv
1.1,Ureter,organ:ureter,Ureter icon,"Female, L",https://purl.humanatlas.io/ref-organ/ureter-female-left/v1.0,"Ureter, Female, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-female-left/v1.0/assets/VH_F_Ureter_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-female-left/v1.0/assets/crosswalk.csv
1.1,Ureter,organ:ureter,Ureter icon,"Female, R",https://purl.humanatlas.io/ref-organ/ureter-female-right/v1.0,"Ureter, Female, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-female-right/v1.0/assets/VH_F_Ureter_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-female-right/v1.0/assets/crosswalk.csv
1.1,Ureter,organ:ureter,Ureter icon,"Male, L",https://purl.humanatlas.io/ref-organ/ureter-male-left/v1.0,"Ureter, Male, Left",https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-male-left/v1.0/assets/VH_M_Ureter_L.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-male-left/v1.0/assets/crosswalk.csv
1.1,Ureter,organ:ureter,Ureter icon,"Male, R",https://purl.humanatlas.io/ref-organ/ureter-male-right/v1.0,"Ureter, Male, Right",https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-male-right/v1.0/assets/VH_M_Ureter_R.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/ureter-male-right/v1.0/assets/crosswalk.csv
1.1,Urinary Bladder,organ:urinary-bladder,Urinary Bladder icon,Female,https://purl.humanatlas.io/ref-organ/urinary-bladder-female/v1.0,"Urinary Bladder, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/urinary-bladder-female/v1.0/assets/VH_F_Urinary_Bladder.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/urinary-bladder-female/v1.0/assets/crosswalk.csv
1.1,Urinary Bladder,organ:urinary-bladder,Urinary Bladder icon,Male,https://purl.humanatlas.io/ref-organ/urinary-bladder-male/v1.0,"Urinary Bladder, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/urinary-bladder-male/v1.0/assets/VH_M_Urinary_Bladder.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/urinary-bladder-male/v1.0/assets/crosswalk.csv
1.1,Uterus,organ:uterus,Uterus icon,Female,https://purl.humanatlas.io/ref-organ/uterus-female/v1.0,"Uterus, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/uterus-female/v1.0/assets/VH_F_Uterus.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/uterus-female/v1.0/assets/crosswalk.csv
1.2,All Organs,organ:all-organs,All Organs icon,Female,https://purl.humanatlas.io/ref-organ/united-female/v1.2,"All Organs, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/united-female/v1.2/assets/VH_F_United.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/united-female/v1.2/assets/crosswalk.csv
1.2,All Organs,organ:all-organs,All Organs icon,Male,https://purl.humanatlas.io/ref-organ/united-male/v1.2,"All Organs, Male",https://cdn.humanatlas.io/digital-objects/ref-organ/united-male/v1.2/assets/VH_M_United.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/united-male/v1.2/assets/crosswalk.csv
1.2,Blood Vasculature,organ:blood-vasculature,Blood Vasculature icon,Female,https://purl.humanatlas.io/ref-organ/blood-vasculature-female/v1.2,"Blood Vasculature, Female",https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/VH_F_Blood_Vasculature.glb,https://cdn.humanatlas.io/digital-objects/ref-organ/blood-vasculature-female/v1.2/assets/crosswalk.csv
