Entry ID,Title,Image File Name,Image File Extension,Downloads
21013,"Pancreas, Male",3d-vh-m-pancreas.glb,.glb,1
21013,"Pancreas, Male",3d-vh-m-pancreas_NIH3D.stl,.stl,12
21013,"Pancreas, Male",3d-vh-m-pancreas_NIH3D.wrl,.wrl,1
21013,"Pancreas, Male",3d-vh-m-pancreas_NIH3D.x3d,.x3d,1
21013,"Pancreas, Male",3d-vh-m-pancreas_thumb_NIH3D.jpg,.jpg,0
21013,"Pancreas, Male",3d-vh-m-pancreas_thumb_NIH3D.png,.png,0
21014,"Pelvis, Male",VH_M_Pelvis.glb,.glb,5
21014,"Pelvis, Male",vh_m_pelvis_NIH3D.stl,.stl,29
21014,"Pelvis, Male",vh_m_pelvis_NIH3D.wrl,.wrl,2
21014,"Pelvis, Male",vh_m_pelvis_NIH3D.x3d,.x3d,2
21014,"Pelvis, Male",vh_m_pelvis_thumb_NIH3D.jpg,.jpg,0
21014,"Pelvis, Male",vh_m_pelvis_thumb_NIH3D.png,.png,3
21015,"Prostate, Male",VH_M_Prostate.glb,.glb,5
21015,"Prostate, Male",vh_m_prostate_NIH3D.stl,.stl,12
21015,"Prostate, Male",vh_m_prostate_NIH3D.wrl,.wrl,2
21015,"Prostate, Male",vh_m_prostate_NIH3D.x3d,.x3d,2
21015,"Prostate, Male",vh_m_prostate_thumb_NIH3D.jpg,.jpg,0
21015,"Prostate, Male",vh_m_prostate_thumb_NIH3D.png,.png,1
21016,"Skin, Male",VH_M_Skin.glb,.glb,3
21016,"Skin, Male",vh_m_skin_NIH3D.stl,.stl,14
21016,"Skin, Male",vh_m_skin_NIH3D.wrl,.wrl,3
21016,"Skin, Male",vh_m_skin_NIH3D.x3d,.x3d,3
21016,"Skin, Male",vh_m_skin_thumb_NIH3D.jpg,.jpg,0
21016,"Skin, Male",vh_m_skin_thumb_NIH3D.png,.png,3
21017,"Small Intestine, Male",VH_M_Small_Intestine.glb,.glb,3
21017,"Small Intestine, Male",vh_m_small_intestine_NIH3D.stl,.stl,12
21017,"Small Intestine, Male",vh_m_small_intestine_NIH3D.wrl,.wrl,0
21017,"Small Intestine, Male",vh_m_small_intestine_NIH3D.x3d,.x3d,2
21017,"Small Intestine, Male",vh_m_small_intestine_thumb_NIH3D.jpg,.jpg,0
21017,"Small Intestine, Male",vh_m_small_intestine_thumb_NIH3D.png,.png,2
21018,"Spinal Cord, Male",VH_M_Spinal_Cord.glb,.glb,1
21018,"Spinal Cord, Male",vh_m_spinal_cord_NIH3D.stl,.stl,4
21018,"Spinal Cord, Male",vh_m_spinal_cord_NIH3D.wrl,.wrl,0
21018,"Spinal Cord, Male",vh_m_spinal_cord_NIH3D.x3d,.x3d,1
21018,"Spinal Cord, Male",vh_m_spinal_cord_thumb_NIH3D.jpg,.jpg,0
21018,"Spinal Cord, Male",vh_m_spinal_cord_thumb_NIH3D.png,.png,0
21019,"Spleen, Male",VH_M_Spleen.glb,.glb,0
21019,"Spleen, Male",vh_m_spleen_NIH3D.stl,.stl,3
21019,"Spleen, Male",vh_m_spleen_NIH3D.wrl,.wrl,0
21019,"Spleen, Male",vh_m_spleen_NIH3D.x3d,.x3d,0
21019,"Spleen, Male",vh_m_spleen_thumb_NIH3D.jpg,.jpg,0
21019,"Spleen, Male",vh_m_spleen_thumb_NIH3D.png,.png,0
21020,"Thymus, Male",VH_M_Thymus.glb,.glb,1
21020,"Thymus, Male",vh_m_thymus_NIH3D.stl,.stl,1
21020,"Thymus, Male",vh_m_thymus_NIH3D.wrl,.wrl,0
21020,"Thymus, Male",vh_m_thymus_NIH3D.x3d,.x3d,0
21020,"Thymus, Male",vh_m_thymus_thumb_NIH3D.jpg,.jpg,0
21020,"Thymus, Male",vh_m_thymus_thumb_NIH3D.png,.png,0
21021,"Trachea, Male",3d-vh-m-trachea.glb,.glb,3
21021,"Trachea, Male",3d-vh-m-trachea_NIH3D.stl,.stl,11
21021,"Trachea, Male",3d-vh-m-trachea_NIH3D.wrl,.wrl,1
21021,"Trachea, Male",3d-vh-m-trachea_NIH3D.x3d,.x3d,1
21021,"Trachea, Male",3d-vh-m-trachea_thumb_NIH3D.jpg,.jpg,0
21021,"Trachea, Male",3d-vh-m-trachea_thumb_NIH3D.png,.png,0
21022,"Body, Male",3d-vh-m-united.glb,.glb,15
21022,"Body, Male",3d-vh-m-united_NIH3D.stl,.stl,46
21022,"Body, Male",3d-vh-m-united_NIH3D.wrl,.wrl,10
21022,"Body, Male",3d-vh-m-united_NIH3D.x3d,.x3d,14
21022,"Body, Male",3d-vh-m-united_thumb_NIH3D.jpg,.jpg,0
21022,"Body, Male",3d-vh-m-united_thumb_NIH3D.png,.png,8
21023,"Ureter, Male, Left",VH_M_Ureter_L.glb,.glb,1
21023,"Ureter, Male, Left",vh_m_ureter_l_NIH3D.stl,.stl,1
21023,"Ureter, Male, Left",vh_m_ureter_l_NIH3D.wrl,.wrl,1
21023,"Ureter, Male, Left",vh_m_ureter_l_NIH3D.x3d,.x3d,1
21023,"Ureter, Male, Left",vh_m_ureter_l_thumb_NIH3D.jpg,.jpg,0
21023,"Ureter, Male, Left",vh_m_ureter_l_thumb_NIH3D.png,.png,0
21024,"Ureter, Male, Right",VH_M_Ureter_R.glb,.glb,3
21024,"Ureter, Male, Right",vh_m_ureter_r_NIH3D.stl,.stl,5
21024,"Ureter, Male, Right",vh_m_ureter_r_NIH3D.wrl,.wrl,1
21024,"Ureter, Male, Right",vh_m_ureter_r_NIH3D.x3d,.x3d,1
21024,"Ureter, Male, Right",vh_m_ureter_r_thumb_NIH3D.jpg,.jpg,0
21024,"Ureter, Male, Right",vh_m_ureter_r_thumb_NIH3D.png,.png,2
21025,"Urinary Bladder, Male",VH_M_Urinary_Bladder.glb,.glb,2
21025,"Urinary Bladder, Male",vh_m_urinary_bladder_NIH3D.stl,.stl,12
21025,"Urinary Bladder, Male",vh_m_urinary_bladder_NIH3D.wrl,.wrl,1
21025,"Urinary Bladder, Male",vh_m_urinary_bladder_NIH3D.x3d,.x3d,1
21025,"Urinary Bladder, Male",vh_m_urinary_bladder_thumb_NIH3D.jpg,.jpg,0
21025,"Urinary Bladder, Male",vh_m_urinary_bladder_thumb_NIH3D.png,.png,0
