fileName,fileFormat,fileDownloadCount,entryId,threedpxId
3d-vh-f-allen-brain.glb,GLB,26,20959,3DPX-020959
3d-vh-f-allen-brain_thumb_NIH3D.jpg,JPG,0,20959,3DPX-020959
3d-vh-f-allen-brain_thumb_NIH3D.png,PNG,14,20959,3DPX-020959
3d-vh-f-allen-brain_NIH3D.x3d,X3D,21,20959,3DPX-020959
3d-vh-f-allen-brain_NIH3D.wrl,WRL,15,20959,3DPX-020959
3d-vh-f-allen-brain_NIH3D.stl,STL,123,20959,3DPX-020959
3d-vh-m-allen-brain.glb,GLB,53,20960,3DPX-020960
3d-vh-m-allen-brain_thumb_NIH3D.jpg,JPG,0,20960,3DPX-020960
3d-vh-m-allen-brain_NIH3D.x3d,X3D,31,20960,3DPX-020960
3d-vh-m-allen-brain_NIH3D.wrl,WRL,18,20960,3DPX-020960
3d-vh-m-allen-brain_thumb_NIH3D.png,PNG,18,20960,3DPX-020960
3d-vh-m-allen-brain_NIH3D.stl,STL,215,20960,3DPX-020960
VH_F_Blood_Vasculature.glb,GLB,12,20961,3DPX-020961
vh_f_blood_vasculature_thumb_NIH3D.jpg,JPG,0,20961,3DPX-020961
vh_f_blood_vasculature_NIH3D.wrl,WRL,10,20961,3DPX-020961
vh_f_blood_vasculature_NIH3D.stl,STL,32,20961,3DPX-020961
vh_f_blood_vasculature_NIH3D.x3d,X3D,10,20961,3DPX-020961
vh_f_blood_vasculature_thumb_NIH3D.png,PNG,4,20961,3DPX-020961
3d-vh-f-eye-l.glb,GLB,3,20962,3DPX-020962
3d-vh-f-eye-l_thumb_NIH3D.jpg,JPG,0,20962,3DPX-020962
3d-vh-f-eye-l_NIH3D.x3d,X3D,5,20962,3DPX-020962
3d-vh-f-eye-l_NIH3D.stl,STL,8,20962,3DPX-020962
3d-vh-f-eye-l_NIH3D.wrl,WRL,4,20962,3DPX-020962
3d-vh-f-eye-l_thumb_NIH3D.png,PNG,3,20962,3DPX-020962
3d-vh-f-eye-r.glb,GLB,1,20963,3DPX-020963
3d-vh-f-eye-r_thumb_NIH3D.jpg,JPG,0,20963,3DPX-020963
3d-vh-f-eye-r_thumb_NIH3D.png,PNG,2,20963,3DPX-020963
3d-vh-f-eye-r_NIH3D.stl,STL,9,20963,3DPX-020963
3d-vh-f-eye-r_NIH3D.wrl,WRL,4,20963,3DPX-020963
3d-vh-f-eye-r_NIH3D.x3d,X3D,3,20963,3DPX-020963
VH_F_Fallopian_Tube_L.glb,GLB,1,20964,3DPX-020964
vh_f_fallopian_tube_l_thumb_NIH3D.jpg,JPG,0,20964,3DPX-020964
vh_f_fallopian_tube_l_NIH3D.wrl,WRL,3,20964,3DPX-020964
vh_f_fallopian_tube_l_NIH3D.stl,STL,14,20964,3DPX-020964
vh_f_fallopian_tube_l_thumb_NIH3D.png,PNG,2,20964,3DPX-020964
vh_f_fallopian_tube_l_NIH3D.x3d,X3D,3,20964,3DPX-020964
VH_F_Fallopian_Tube_R.glb,GLB,6,20965,3DPX-020965
vh_f_fallopian_tube_r_thumb_NIH3D.jpg,JPG,0,20965,3DPX-020965
vh_f_fallopian_tube_r_NIH3D.x3d,X3D,6,20965,3DPX-020965
vh_f_fallopian_tube_r_NIH3D.stl,STL,17,20965,3DPX-020965
vh_f_fallopian_tube_r_thumb_NIH3D.png,PNG,4,20965,3DPX-020965
vh_f_fallopian_tube_r_NIH3D.wrl,WRL,4,20965,3DPX-020965
VH_F_Heart.glb,GLB,10,20966,3DPX-020966
vh_f_heart_thumb_NIH3D.jpg,JPG,0,20966,3DPX-020966
vh_f_heart_NIH3D.stl,STL,74,20966,3DPX-020966
vh_f_heart_thumb_NIH3D.png,PNG,3,20966,3DPX-020966
vh_f_heart_NIH3D.wrl,WRL,6,20966,3DPX-020966
vh_f_heart_NIH3D.x3d,X3D,5,20966,3DPX-020966
VH_F_Kidney_L.glb,GLB,6,20967,3DPX-020967
vh_f_kidney_l_thumb_NIH3D.jpg,JPG,0,20967,3DPX-020967
vh_f_kidney_l_NIH3D.wrl,WRL,7,20967,3DPX-020967
vh_f_kidney_l_thumb_NIH3D.png,PNG,4,20967,3DPX-020967
vh_f_kidney_l_NIH3D.stl,STL,17,20967,3DPX-020967
vh_f_kidney_l_NIH3D.x3d,X3D,5,20967,3DPX-020967
VH_F_Kidney_R.glb,GLB,6,20968,3DPX-020968
vh_f_kidney_r_thumb_NIH3D.jpg,JPG,0,20968,3DPX-020968
vh_f_kidney_r_NIH3D.wrl,WRL,7,20968,3DPX-020968
vh_f_kidney_r_thumb_NIH3D.png,PNG,4,20968,3DPX-020968
vh_f_kidney_r_NIH3D.stl,STL,22,20968,3DPX-020968
vh_f_kidney_r_NIH3D.x3d,X3D,6,20968,3DPX-020968
VH_F_Knee_L.glb,GLB,10,20969,3DPX-020969
vh_f_knee_l_thumb_NIH3D.jpg,JPG,0,20969,3DPX-020969
vh_f_knee_l_thumb_NIH3D.png,PNG,2,20969,3DPX-020969
vh_f_knee_l_NIH3D.x3d,X3D,6,20969,3DPX-020969
vh_f_knee_l_NIH3D.wrl,WRL,5,20969,3DPX-020969
vh_f_knee_l_NIH3D.stl,STL,28,20969,3DPX-020969
VH_F_Knee_R.glb,GLB,10,20970,3DPX-020970
vh_f_knee_r_thumb_NIH3D.jpg,JPG,0,20970,3DPX-020970
vh_f_knee_r_NIH3D.x3d,X3D,7,20970,3DPX-020970
vh_f_knee_r_NIH3D.wrl,WRL,7,20970,3DPX-020970
vh_f_knee_r_NIH3D.stl,STL,38,20970,3DPX-020970
vh_f_knee_r_thumb_NIH3D.png,PNG,5,20970,3DPX-020970
SBU_F_Intestine_Large.glb,GLB,8,20971,3DPX-020971
sbu_f_intestine_large_thumb_NIH3D.jpg,JPG,0,20971,3DPX-020971
sbu_f_intestine_large_thumb_NIH3D.png,PNG,4,20971,3DPX-020971
sbu_f_intestine_large_NIH3D.x3d,X3D,9,20971,3DPX-020971
sbu_f_intestine_large_NIH3D.stl,STL,35,20971,3DPX-020971
sbu_f_intestine_large_NIH3D.wrl,WRL,4,20971,3DPX-020971
3d-vh-f-larynx.glb,GLB,2,20972,3DPX-020972
3d-vh-f-larynx_thumb_NIH3D.jpg,JPG,0,20972,3DPX-020972
3d-vh-f-larynx_NIH3D.stl,STL,37,20972,3DPX-020972
3d-vh-f-larynx_thumb_NIH3D.png,PNG,5,20972,3DPX-020972
3d-vh-f-larynx_NIH3D.wrl,WRL,2,20972,3DPX-020972
3d-vh-f-larynx_NIH3D.x3d,X3D,4,20972,3DPX-020972
VH_F_Liver.glb,GLB,10,20973,3DPX-020973
vh_f_liver_thumb_NIH3D.jpg,JPG,0,20973,3DPX-020973
